Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
161,2005,Antonio Brown (FA),0,0,0,0.0,0,0,0,2,7,0,0,7,0.7,0.1,0.0%
179,2004,Antonio Brown (FA),0,0,0,0.0,0,0,0,0,0,0,1,3,-2.0,-0.7,0.0%
152,2003,Antonio Brown (FA),0,0,0,0.0,0,0,0,1,17,0,0,16,1.7,0.1,0.0%
51,2009,Antonio Bryant (FA),39,87,600,15.4,42,0,4,0,0,0,0,13,84.0,6.5,0.0%
12,2008,Antonio Bryant (FA),66,10,"1,028",15.6,71,0,7,2,22,0,0,12,147.0,12.3,0.0%
43,2006,Antonio Bryant (FA),40,0,733,18.3,72,0,3,0,0,0,0,14,91.3,6.5,0.0%
25,2005,Antonio Bryant (FA),69,0,"1,009",14.6,54,0,4,1,3,0,0,16,125.2,7.8,0.0%
37,2004,Antonio Bryant (FA),58,99,812,14.0,55,0,4,0,0,0,1,15,103.2,6.9,0.0%
65,2003,Antonio Bryant (FA),39,83,550,14.1,54,0,2,2,0,0,0,16,67.0,4.2,0.0%
32,2002,Antonio Bryant (FA),44,93,733,16.7,78,0,6,6,40,0,2,16,109.3,6.8,0.0%
198,2020,Antonio Callaway (FA),2,4,20,10.0,13,0,0,0,0,0,0,5,2.0,0.4,0.0%
157,2019,Antonio Callaway (FA),8,15,89,11.1,41,3,0,0,0,0,0,5,8.9,1.8,0.0%
51,2018,Antonio Callaway (FA),43,79,586,13.6,71,18,5,2,7,0,1,16,89.3,5.6,0.0%
127,2008,Antonio Chatman (FA),11,0,76,6.9,18,0,0,1,2,0,0,6,7.8,1.3,0.0%
117,2007,Antonio Chatman (FA),7,0,68,9.7,15,0,0,0,0,0,0,4,6.8,1.7,0.0%
146,2006,Antonio Chatman (FA),3,0,22,7.3,10,0,0,0,0,0,0,3,2.2,0.7,0.0%
45,2005,Antonio Chatman (FA),49,1,549,11.2,25,0,4,8,34,0,0,16,82.3,5.1,0.0%
97,2004,Antonio Chatman (FA),22,45,246,11.2,21,0,1,4,36,0,1,16,32.2,2.0,0.0%
180,2003,Antonio Chatman (FA),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
117,2003,Antonio Freeman (FA),14,22,141,10.1,15,0,0,0,0,0,0,14,14.1,1.0,0.0%
55,2002,Antonio Freeman (FA),46,80,600,13.0,59,0,4,0,0,0,0,15,84.0,5.6,0.0%
248,2021,Antonio Gandy-Golden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
195,2020,Antonio Gandy-Golden (FA),1,7,3,3.0,3,0,0,1,22,0,0,6,2.5,0.4,0.0%
101,2010,Antwaan Randle El (FA),22,39,253,11.5,34,0,0,1,2,0,0,16,35.2,2.2,0.0%
82,2009,Antwaan Randle El (FA),50,76,530,10.6,44,0,0,0,0,0,2,16,49.0,3.1,0.0%
51,2008,Antwaan Randle El (FA),35,10,408,11.7,31,0,3,0,0,0,0,12,64.2,5.4,0.0%
49,2007,Antwaan Randle El (FA),27,0,479,17.7,54,0,0,2,-4,0,0,8,49.5,6.2,0.0%
57,2006,Antwaan Randle El (FA),32,0,351,11.0,34,0,3,19,118,0,0,16,72.4,4.5,0.0%
51,2005,Antwaan Randle El (FA),35,16,558,15.9,63,0,1,12,73,0,0,16,75.7,4.7,0.0%
47,2004,Antwaan Randle El (FA),43,63,601,14.0,39,0,3,8,34,0,2,16,81.9,5.1,0.0%
83,2003,Antwaan Randle El (FA),37,56,364,9.8,32,0,1,15,75,0,1,16,48.2,3.0,0.0%
60,2002,Antwaan Randle El (FA),47,65,489,10.4,36,0,2,19,134,0,3,16,72.0,4.5,0.0%
142,2017,ArDarius Stewart (FA),6,13,82,13.7,46,2,0,7,27,0,0,15,10.9,0.7,0.0%
178,2003,Arland Bruce (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
179,2013,Armanti Edwards (FA),1,5,10,10.0,10,0,0,1,0,0,0,6,1.0,0.2,0.0%
141,2012,Armanti Edwards (FA),5,9,121,24.2,82,1,0,0,0,0,0,16,12.1,0.8,0.0%
175,2011,Armanti Edwards (FA),0,0,0,0.0,0,0,0,1,5,0,0,16,0.9,0.1,0.0%
173,2010,Armanti Edwards (FA),0,2,0,0.0,0,0,0,1,7,0,0,3,0.7,0.2,0.0%
103,2012,Armon Binns (FA),24,40,277,11.5,48,3,1,0,0,0,1,11,31.7,2.9,0.0%
195,2011,Arnaz Battle (FA),0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
189,2010,Arnaz Battle (FA),0,2,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
169,2009,Arnaz Battle (FA),5,5,40,8.0,12,0,0,0,0,0,2,14,0.0,0.0,0.0%
119,2008,Arnaz Battle (FA),9,9,116,12.9,26,0,0,0,0,0,0,5,11.6,2.3,0.0%
59,2007,Arnaz Battle (FA),28,0,273,9.8,23,0,2,2,9,1,0,8,46.2,5.8,0.0%
44,2006,Arnaz Battle (FA),59,0,686,11.6,56,0,3,5,25,0,0,16,89.1,5.6,0.0%
71,2005,Arnaz Battle (FA),32,6,363,11.3,39,0,3,8,11,0,0,9,56.5,6.3,0.0%
121,2004,Arnaz Battle (FA),8,15,143,17.9,65,0,0,2,5,0,0,14,14.8,1.1,0.0%
155,2003,Arnaz Battle (FA),0,1,0,0.0,0,0,0,2,14,0,0,5,1.4,0.3,0.0%
129,2002,Arnold Jackson (FA),5,9,42,8.4,11,0,1,0,0,0,0,15,10.2,0.7,0.0%
188,2017,Arrelious Benn (FA),1,2,12,12.0,12,0,0,0,0,0,0,9,1.2,0.1,0.0%
134,2016,Arrelious Benn (FA),5,10,116,23.2,51,2,1,0,0,0,0,15,17.6,1.2,0.0%
167,2012,Arrelious Benn (FA),4,6,26,6.5,9,0,0,3,16,0,0,8,4.2,0.5,0.0%
72,2011,Arrelious Benn (FA),30,51,441,14.7,65,0,3,6,-7,0,0,14,61.4,4.4,0.0%
79,2010,Arrelious Benn (FA),25,38,395,15.8,64,0,2,6,35,0,0,15,55.0,3.7,0.0%
108,2008,Ashley Lelie (FA),6,6,126,21.0,51,0,1,0,0,0,0,3,18.6,6.2,0.0%
115,2007,Ashley Lelie (FA),5,0,72,14.4,47,0,0,0,0,0,0,2,7.2,3.6,0.0%
77,2006,Ashley Lelie (FA),28,0,430,15.4,51,0,1,0,0,0,0,13,49.0,3.8,0.0%
39,2005,Ashley Lelie (FA),42,4,770,18.3,56,0,1,5,84,0,0,16,91.4,5.7,0.0%
21,2004,Ashley Lelie (FA),54,101,"1,084",20.1,58,0,7,3,5,0,0,16,150.9,9.4,0.0%
52,2003,Ashley Lelie (FA),37,81,628,17.0,60,0,2,8,43,0,0,16,79.1,4.9,0.0%
62,2002,Ashley Lelie (FA),35,53,525,15.0,48,0,2,4,40,0,0,15,68.5,4.6,0.0%
122,2021,Ashton Dulin (IND),13,22,173,13.3,62,5,2,3,32,0,0,16,32.5,2.0,0.1%
175,2020,Ashton Dulin (IND),3,6,53,17.7,34,2,0,2,11,0,0,13,6.4,0.5,0.1%
196,2019,Ashton Dulin (IND),2,2,17,8.5,13,0,0,0,0,0,0,13,1.7,0.1,0.1%
152,2002,Atnaf Harris (FA),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
164,2021,Auden Tate (FA),3,4,39,13.0,18,0,1,0,0,0,0,4,9.9,2.5,0.0%
153,2020,Auden Tate (FA),14,22,150,10.7,19,0,0,0,0,0,0,9,15.0,1.7,0.0%
73,2019,Auden Tate (FA),40,80,575,14.4,33,10,1,0,0,0,1,13,61.5,4.7,0.0%
176,2018,Auden Tate (FA),4,12,35,8.8,15,0,0,0,0,0,0,7,3.5,0.5,0.0%
136,2008,Aundrae Allison (FA),5,0,44,8.8,18,0,0,0,0,0,0,6,4.4,0.7,0.0%
133,2007,Aundrae Allison (FA),1,3,20,20.0,11,0,0,0,0,0,0,4,2.0,0.5,0.0%
169,2020,Austin Carr (FA),3,4,27,9.0,11,0,1,0,0,0,0,6,8.7,1.5,0.0%
207,2019,Austin Carr (FA),1,4,9,9.0,9,0,0,0,0,0,0,7,0.9,0.1,0.0%
133,2018,Austin Carr (FA),9,14,97,10.8,25,1,2,0,0,0,0,14,21.7,1.6,0.0%
209,2017,Austin Carr (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
157,2013,Austin Collie (FA),6,11,63,10.5,19,0,0,0,0,0,0,7,6.3,0.9,0.0%
190,2012,Austin Collie (FA),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
75,2011,Austin Collie (FA),54,97,514,9.5,27,0,1,0,0,0,0,16,57.4,3.6,0.0%
32,2010,Austin Collie (FA),58,71,649,11.2,73,0,8,0,0,0,1,9,110.9,12.3,0.0%
30,2009,Austin Collie (FA),60,89,676,11.3,39,0,7,2,1,0,0,16,109.7,6.9,0.0%
167,2020,Austin Mack (FA),7,11,91,13.0,50,4,0,0,0,0,0,11,9.1,0.8,0.0%
125,2014,Austin Pettis (FA),12,18,118,9.8,27,1,1,0,0,0,0,5,17.8,3.6,0.0%
68,2013,Austin Pettis (FA),38,63,399,10.5,31,4,4,0,0,0,0,16,63.9,4.0,0.0%
81,2012,Austin Pettis (FA),30,48,261,8.7,36,2,4,0,0,0,0,14,50.1,3.6,0.0%
119,2011,Austin Pettis (FA),27,48,256,9.5,35,0,0,1,-6,0,0,12,25.0,2.1,0.0%
301,2021,Austin Trammell (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
141,2002,Avion Black (FA),6,12,52,8.7,14,0,0,0,0,0,1,8,3.2,0.4,0.0%
112,2006,Az-Zahir Hakim (FA),17,0,147,8.6,23,0,0,1,1,0,0,5,14.8,3.0,0.0%
65,2005,Az-Zahir Hakim (FA),34,0,489,14.4,42,0,2,0,0,0,0,11,60.9,5.5,0.0%
54,2004,Az-Zahir Hakim (FA),31,57,533,17.2,39,0,3,1,0,0,0,10,71.3,7.1,0.0%
59,2003,Az-Zahir Hakim (FA),49,108,449,9.2,28,0,4,3,51,0,1,14,74.8,5.3,0.0%
58,2002,Az-Zahir Hakim (FA),37,82,541,14.6,64,0,3,4,3,0,0,10,72.4,7.2,0.0%
198,2013,B.J. Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
197,2015,B.J. Daniels (FA),2,2,18,9.0,12,0,0,6,6,0,0,8,0.0,0.0,0.0%
190,2015,Ben Edwards (FA),1,2,9,9.0,9,0,0,0,0,0,0,2,0.9,0.5,0.0%
166,2004,Ben Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
180,2013,Ben Obomanu (FA),1,1,8,8.0,8,0,0,0,0,0,0,3,0.8,0.3,0.0%
155,2012,Ben Obomanu (FA),4,9,58,14.5,36,1,0,1,11,0,0,8,6.9,0.9,0.0%
76,2011,Ben Obomanu (FA),37,61,436,11.8,55,0,2,1,13,0,0,16,56.9,3.6,0.0%
56,2010,Ben Obomanu (FA),30,49,494,16.5,87,0,4,2,17,0,0,15,79.1,5.3,0.0%
140,2009,Ben Obomanu (FA),4,5,41,10.3,12,0,0,0,0,0,1,14,2.1,0.2,0.0%
78,2007,Ben Obomanu (FA),12,4,180,15.0,30,0,1,0,0,0,0,13,24.0,1.8,0.0%
153,2021,Ben Skowronek (LAR),11,20,133,12.1,35,3,0,0,0,0,0,12,13.3,1.1,0.1%
208,2020,Bennie Fowler III (FA),2,6,11,5.5,7,0,0,0,0,0,0,5,1.1,0.2,0.0%
128,2019,Bennie Fowler III (FA),23,36,193,8.4,17,0,0,1,20,0,0,8,23.3,2.9,0.0%
127,2018,Bennie Fowler III (FA),16,27,199,12.4,26,3,1,0,0,0,0,10,25.9,2.6,0.0%
75,2017,Bennie Fowler III (FA),29,56,350,12.1,29,5,3,0,0,0,0,16,53.0,3.3,0.0%
117,2016,Bennie Fowler III (FA),11,24,145,13.2,76,1,2,0,0,0,0,13,26.5,2.0,0.0%
128,2015,Bennie Fowler III (FA),16,25,203,12.7,41,1,0,0,0,0,0,16,20.3,1.3,0.0%
142,2011,Bernard Berrian (FA),7,23,91,13.0,30,0,0,0,0,0,0,5,9.1,1.8,0.0%
113,2010,Bernard Berrian (FA),28,54,252,9.0,30,0,0,1,-8,0,0,12,24.4,2.0,0.0%
48,2009,Bernard Berrian (FA),55,92,618,11.2,40,0,4,0,0,0,0,16,85.8,5.4,0.0%
20,2008,Bernard Berrian (FA),37,0,769,20.8,99,0,7,4,26,0,0,11,121.5,11.0,0.0%
45,2007,Bernard Berrian (FA),38,0,518,13.6,39,0,1,0,0,0,0,8,57.8,7.2,0.0%
32,2006,Bernard Berrian (FA),51,0,775,15.2,62,0,6,2,5,0,0,15,114.0,7.6,0.0%
98,2005,Bernard Berrian (FA),13,0,246,18.9,54,0,0,2,31,0,0,7,27.7,4.0,0.0%
91,2004,Bernard Berrian (FA),15,44,225,15.0,49,0,2,8,28,0,0,16,37.3,2.3,0.0%
172,2017,Bernard Reedy (FA),2,2,21,10.5,15,0,0,3,17,0,0,11,3.8,0.3,0.0%
109,2006,Bethel Johnson (FA),9,0,156,17.3,40,0,0,4,8,0,0,11,16.4,1.5,0.0%
128,2005,Bethel Johnson (FA),4,0,67,16.8,55,0,1,0,0,0,0,11,12.7,1.2,0.0%
102,2004,Bethel Johnson (FA),10,21,174,17.4,48,0,1,2,8,0,0,13,24.2,1.9,0.0%
97,2003,Bethel Johnson (FA),16,34,209,13.1,45,0,2,1,-12,0,0,15,31.7,2.1,0.0%
105,2004,Bill Schroeder (FA),7,11,156,22.3,54,0,1,0,0,0,0,4,21.6,5.4,0.0%
80,2003,Bill Schroeder (FA),36,80,397,11.0,26,0,2,0,0,0,0,16,51.7,3.2,0.0%
51,2002,Bill Schroeder (FA),36,77,595,16.5,46,0,5,0,0,0,0,14,91.5,6.5,0.0%
86,2006,Billy McMullen (FA),23,0,307,13.3,40,0,2,0,0,0,0,12,42.7,3.6,0.0%
96,2005,Billy McMullen (FA),18,9,268,14.9,38,0,1,0,0,0,0,12,32.8,2.7,0.0%
144,2004,Billy McMullen (FA),3,17,24,8.0,15,0,0,0,0,0,0,4,2.4,0.6,0.0%
161,2003,Billy McMullen (FA),1,3,2,2.0,2,0,0,0,0,0,0,3,0.2,0.1,0.0%
246,2021,Binjimen Victor (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
257,2021,Bisi Johnson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
133,2020,Bisi Johnson (MIN),14,19,189,13.5,29,3,0,0,0,0,0,16,20.9,1.3,0.0%
87,2019,Bisi Johnson (MIN),31,45,294,9.5,23,1,3,1,6,0,0,16,48.0,3.0,0.0%
193,2011,Blair White (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
68,2010,Blair White (FA),36,57,355,9.9,33,0,5,0,0,0,0,13,65.5,5.0,0.0%
295,2021,Blake Proehl (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
282,2021,Bo Melton (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
132,2009,Bobby Engram (FA),5,10,61,12.2,18,0,0,0,0,0,0,3,6.1,2.0,0.0%
70,2008,Bobby Engram (FA),47,9,489,10.4,37,0,0,0,0,0,0,13,48.9,3.8,0.0%
33,2007,Bobby Engram (FA),48,0,607,12.6,49,0,3,0,0,0,0,8,78.7,9.8,0.0%
92,2006,Bobby Engram (FA),24,0,290,12.1,25,0,1,1,4,0,0,6,35.4,5.9,0.0%
38,2005,Bobby Engram (FA),67,19,778,11.6,56,0,3,0,0,0,1,13,93.8,7.2,0.0%
64,2004,Bobby Engram (FA),36,53,499,13.9,60,0,2,0,0,0,1,13,59.9,4.6,0.0%
37,2003,Bobby Engram (FA),52,74,637,12.3,34,0,6,0,0,0,2,16,95.7,6.0,0.0%
71,2002,Bobby Engram (FA),50,72,619,12.4,38,0,0,0,0,0,1,15,59.9,4.0,0.0%
136,2004,Bobby Shaw (FA),5,13,59,11.8,20,0,0,1,1,0,0,5,6.0,1.2,0.0%
38,2003,Bobby Shaw (FA),56,86,732,13.1,54,0,4,0,0,0,1,15,95.2,6.3,0.0%
73,2002,Bobby Shaw (FA),44,74,525,11.9,48,0,1,0,0,0,0,16,58.5,3.7,0.0%
152,2007,Bobby Sippio (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
351,2021,Bobby Wade (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
199,2019,Bobo Wilson (FA),3,11,35,11.7,14,0,0,0,0,0,1,6,1.5,0.3,0.1%
169,2018,Bobo Wilson (FA),4,5,52,13.0,25,1,0,0,0,0,0,5,5.2,1.0,0.1%
150,2017,Bobo Wilson (FA),1,1,18,18.0,18,0,1,3,8,0,0,3,8.6,2.9,0.1%
150,2004,Brad Pyatt (FA),2,2,12,6.0,7,0,0,0,0,0,0,7,1.2,0.2,0.0%
184,2003,Brad Pyatt (FA),1,1,2,2.0,2,0,0,0,0,0,1,8,-1.8,-0.2,0.0%
178,2014,Brad Smith (FA),1,3,11,11.0,11,0,0,0,0,0,0,13,1.1,0.1,0.0%
167,2013,Brad Smith (FA),2,2,27,13.5,14,0,0,2,2,0,0,6,2.9,0.5,0.0%
93,2012,Brad Smith (FA),14,22,152,10.9,35,1,2,14,116,1,0,15,42.8,2.9,0.0%
92,2011,Brad Smith (FA),23,42,240,10.4,36,0,1,20,87,1,0,15,42.7,2.8,0.0%
91,2010,Brad Smith (FA),4,7,44,11.0,23,0,0,38,299,1,1,16,42.5,2.7,0.0%
97,2009,Brad Smith (FA),7,12,63,9.0,19,0,0,18,207,1,0,13,34.1,2.6,0.0%
109,2008,Brad Smith (FA),12,0,64,5.3,18,0,0,12,113,0,0,15,18.4,1.2,0.0%
52,2007,Brad Smith (FA),32,6,325,10.2,29,0,2,12,45,0,0,16,49.0,3.1,0.0%
107,2006,Brad Smith (FA),9,0,61,6.8,19,0,0,18,103,0,0,16,16.4,1.0,0.0%
289,2019,Bradley Marquez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
239,2018,Bradley Marquez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
225,2017,Bradley Marquez (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
175,2016,Bradley Marquez (FA),3,7,37,12.3,13,0,0,1,2,0,0,14,3.9,0.3,0.0%
162,2015,Bradley Marquez (FA),13,22,88,6.8,14,0,0,0,0,0,0,16,8.8,0.6,0.0%
211,2016,Bralon Addison (FA),1,1,11,11.0,11,0,0,1,4,0,1,2,0.0,0.0,0.0%
20,2021,Brandin Cooks (HOU),90,134,"1,037",11.5,52,24,6,2,21,0,0,16,141.8,8.9,96.4%
16,2020,Brandin Cooks (HOU),81,119,"1,150",14.2,57,32,6,0,0,0,0,15,151.0,10.1,96.4%
62,2019,Brandin Cooks (HOU),42,72,583,13.9,57,12,2,6,52,0,0,14,75.5,5.4,96.4%
13,2018,Brandin Cooks (HOU),80,117,"1,204",15.1,57,34,5,10,68,1,0,16,163.2,10.2,96.4%
7,2017,Brandin Cooks (HOU),65,114,"1,082",16.6,64,18,7,9,40,0,0,16,156.2,9.8,96.4%
8,2016,Brandin Cooks (HOU),78,117,"1,173",15.0,98,15,8,6,30,0,0,16,168.3,10.5,96.4%
12,2015,Brandin Cooks (HOU),84,129,"1,138",13.5,71,18,9,8,18,0,0,16,169.6,10.6,96.4%
57,2014,Brandin Cooks (HOU),53,69,550,10.4,50,4,3,7,73,1,0,10,86.3,8.6,96.4%
34,2021,Brandon Aiyuk (SF),56,84,826,14.8,43,23,5,5,17,0,1,17,114.3,6.7,89.2%
33,2020,Brandon Aiyuk (SF),60,96,748,12.5,49,14,5,6,77,2,0,12,124.5,10.4,89.2%
162,2012,Brandon Banks (FA),8,8,15,1.9,8,0,0,7,36,0,0,12,5.1,0.4,0.0%
148,2011,Brandon Banks (FA),1,1,10,10.0,10,0,0,1,1,0,0,16,7.1,0.4,0.0%
166,2010,Brandon Banks (FA),2,5,10,5.0,15,0,0,2,6,0,0,13,1.6,0.1,0.0%
158,2006,Brandon Childress (FA),2,0,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7,0.0%
147,2005,Brandon Childress (FA),3,0,32,10.7,21,0,0,0,0,0,0,1,3.2,3.2,0.0%
77,2017,Brandon Coleman (FA),23,37,364,15.8,54,8,3,0,0,0,2,16,50.4,3.2,0.0%
95,2016,Brandon Coleman (FA),26,38,281,10.8,38,2,3,0,0,0,0,16,46.1,2.9,0.0%
80,2015,Brandon Coleman (FA),30,49,454,15.1,31,11,2,0,0,0,0,16,57.4,3.6,0.0%
97,2014,Brandon Gibson (FA),29,51,295,10.2,40,1,1,0,0,0,0,14,35.5,2.5,0.0%
90,2013,Brandon Gibson (FA),30,43,326,10.9,46,3,3,0,0,0,0,7,50.6,7.2,0.0%
44,2012,Brandon Gibson (FA),51,82,691,13.5,34,9,5,0,0,0,0,16,99.1,6.2,0.0%
82,2011,Brandon Gibson (FA),36,71,431,12.0,34,0,1,2,16,0,0,15,50.7,3.4,0.0%
60,2010,Brandon Gibson (FA),53,91,620,11.7,41,0,2,3,28,0,0,14,76.8,5.5,0.0%
91,2009,Brandon Gibson (FA),34,69,348,10.2,23,0,1,0,0,0,1,10,38.8,3.9,0.0%
156,2010,Brandon James (FA),6,11,40,6.7,17,0,0,0,0,0,0,3,4.0,1.3,0.0%
321,2021,Brandon Johnson (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
142,2009,Brandon Jones (FA),1,5,18,18.0,18,0,0,0,0,0,0,7,1.8,0.3,0.0%
76,2008,Brandon Jones (FA),33,4,363,11.0,40,0,1,2,35,0,0,11,45.8,4.2,0.0%
75,2007,Brandon Jones (FA),13,0,172,13.2,35,0,1,2,37,0,0,5,26.9,5.4,0.0%
64,2006,Brandon Jones (FA),27,0,384,14.2,53,0,4,1,3,0,0,13,62.7,4.8,0.0%
86,2005,Brandon Jones (FA),23,0,299,13.0,38,0,2,1,1,0,0,9,42.0,4.7,0.0%
246,2019,Brandon LaFell (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
128,2018,Brandon LaFell (FA),12,16,135,11.3,24,1,2,0,0,0,0,6,25.5,4.3,0.0%
58,2017,Brandon LaFell (FA),52,89,548,10.5,45,6,3,0,0,0,0,16,72.8,4.6,0.0%
33,2016,Brandon LaFell (FA),64,107,862,13.5,86,11,6,1,-2,0,0,16,122.0,7.6,0.0%
84,2015,Brandon LaFell (FA),37,74,515,13.9,54,7,0,2,9,0,0,11,52.4,4.8,0.0%
22,2014,Brandon LaFell (FA),74,119,953,12.9,56,10,7,2,13,0,1,16,136.6,8.5,0.0%
49,2013,Brandon LaFell (FA),49,85,627,12.8,79,5,5,2,15,0,0,16,94.2,5.9,0.0%
48,2012,Brandon LaFell (FA),44,76,677,15.4,62,13,4,3,35,0,0,14,95.2,6.8,0.0%
57,2011,Brandon LaFell (FA),36,56,613,17.0,91,0,3,0,0,0,0,16,79.3,5.0,0.0%
76,2010,Brandon LaFell (FA),38,77,468,12.3,44,0,1,1,60,0,0,14,58.8,4.2,0.0%
98,2014,Brandon Lloyd (FA),14,35,294,21.0,80,5,1,0,0,0,0,14,35.4,2.5,0.0%
34,2012,Brandon Lloyd (FA),74,130,911,12.3,53,10,4,0,0,0,0,16,115.1,7.2,0.0%
25,2011,Brandon Lloyd (FA),70,148,966,13.8,44,0,5,0,0,0,0,15,126.6,8.4,0.0%
1,2010,Brandon Lloyd (FA),77,153,"1,448",18.8,71,0,11,1,-18,0,0,16,209.0,13.1,0.0%
120,2009,Brandon Lloyd (FA),8,18,117,14.6,44,0,0,0,0,0,0,2,11.7,5.9,0.0%
72,2008,Brandon Lloyd (FA),26,13,364,14.0,32,0,2,0,0,0,0,11,48.4,4.4,0.0%
139,2007,Brandon Lloyd (FA),2,0,14,7.0,9,0,0,0,0,0,0,8,1.4,0.2,0.0%
91,2006,Brandon Lloyd (FA),23,0,365,15.9,52,0,0,0,0,0,0,15,36.5,2.4,0.0%
34,2005,Brandon Lloyd (FA),48,7,733,15.3,89,0,5,0,0,0,0,16,103.3,6.5,0.0%
43,2004,Brandon Lloyd (FA),43,89,565,13.1,52,0,6,0,0,0,0,13,94.5,7.3,0.0%
93,2003,Brandon Lloyd (FA),14,30,212,15.1,44,0,2,0,0,0,0,13,35.2,2.7,0.0%
140,2008,Brandon London (FA),3,2,30,10.0,14,0,0,0,0,0,0,9,3.0,0.3,0.0%
244,2019,Brandon Marshall (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.6%
138,2018,Brandon Marshall (FA),11,23,136,12.4,27,2,1,0,0,0,0,7,19.6,2.8,2.6%
131,2017,Brandon Marshall (FA),18,33,154,8.6,18,0,0,0,0,0,0,5,15.4,3.1,2.6%
52,2016,Brandon Marshall (FA),59,128,788,13.4,41,10,3,0,0,0,0,15,96.8,6.5,2.6%
3,2015,Brandon Marshall (FA),109,173,"1,502",13.8,69,19,14,0,0,0,2,16,230.2,14.4,2.6%
34,2014,Brandon Marshall (FA),61,106,721,11.8,47,5,8,0,0,0,1,13,118.1,9.1,2.6%
5,2013,Brandon Marshall (FA),100,163,"1,295",13.0,44,16,12,0,0,0,0,16,205.5,12.8,2.6%
2,2012,Brandon Marshall (FA),118,194,"1,508",12.8,56,18,11,1,-2,0,0,16,216.6,13.5,2.6%
13,2011,Brandon Marshall (FA),81,142,"1,214",15.0,65,3,6,1,13,0,1,16,156.7,9.8,2.6%
28,2010,Brandon Marshall (FA),86,146,"1,014",11.8,46,0,3,2,3,0,1,14,117.7,8.4,2.6%
9,2009,Brandon Marshall (FA),101,154,"1,120",11.1,75,0,10,7,39,0,0,15,175.9,11.7,2.6%
8,2008,Brandon Marshall (FA),104,0,"1,265",12.2,47,0,6,2,-4,0,0,15,162.1,10.8,2.6%
5,2007,Brandon Marshall (FA),102,0,"1,325",13.0,68,0,7,5,57,0,0,16,180.2,11.3,2.6%
85,2006,Brandon Marshall (FA),20,0,309,15.5,71,0,2,2,12,0,0,15,44.1,2.9,2.6%
143,2008,Brandon Middleton (FA),1,0,23,23.0,23,0,0,0,0,0,0,6,2.3,0.4,0.0%
153,2007,Brandon Middleton (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
175,2021,Brandon Powell (LAR),0,0,0,0.0,0,0,0,0,0,0,0,6,6.0,1.0,0.1%
142,2020,Brandon Powell (LAR),12,18,69,5.8,13,0,2,2,7,0,1,15,17.6,1.2,0.1%
155,2018,Brandon Powell (LAR),11,17,129,11.7,41,3,0,1,4,0,0,6,13.3,2.2,0.1%
296,2021,Brandon Smith (DAL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
139,2013,Brandon Stokley (FA),13,21,115,8.8,18,0,0,0,0,0,0,6,11.5,1.9,0.0%
56,2012,Brandon Stokley (FA),45,59,544,12.1,38,8,5,0,0,0,0,15,84.4,5.6,0.0%
177,2011,Brandon Stokley (FA),1,3,7,7.0,7,0,0,0,0,0,0,2,0.7,0.4,0.0%
100,2010,Brandon Stokley (FA),31,43,354,11.4,36,0,0,0,0,0,0,11,35.4,3.2,0.0%
74,2009,Brandon Stokley (FA),19,33,327,17.2,87,0,4,0,0,0,0,16,56.7,3.5,0.0%
