Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
102,2005,Arlen Harris (FA),13,21,1.6,10,0,1,4,0,34,8.5,0,0,13,13.5,1.0,0.0%
112,2004,Arlen Harris (FA),20,63,3.2,14,0,0,4,4,44,11.0,0,0,12,10.7,0.9,0.0%
54,2003,Arlen Harris (FA),85,255,3.0,18,0,4,15,19,102,6.8,0,2,16,55.7,3.5,0.0%
98,2012,Armando Allen (FA),27,124,4.6,46,1,1,2,3,16,8.0,0,0,15,20.0,1.3,0.0%
126,2011,Armando Allen (FA),15,48,3.2,13,0,0,0,1,0,0.0,0,0,2,4.8,2.4,0.0%
154,2013,Armond Smith (FA),4,5,1.3,5,0,0,0,0,0,0.0,0,0,5,0.5,0.1,0.0%
171,2012,Armond Smith (FA),3,0,0.0,3,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
160,2011,Armond Smith (FA),3,2,0.7,6,0,0,0,1,0,0.0,0,0,3,0.2,0.1,0.0%
188,2021,Artavis Pierce (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
119,2020,Artavis Pierce (FA),6,34,5.7,23,1,1,0,0,0,0.0,0,0,5,9.4,1.9,0.0%
108,2007,Artose Pinner (FA),4,49,12.3,49,0,0,0,0,0,0.0,0,0,4,4.9,1.2,0.0%
61,2006,Artose Pinner (FA),43,190,4.4,21,0,3,2,0,15,7.5,0,0,11,38.5,3.5,0.0%
46,2005,Artose Pinner (FA),106,349,3.3,19,0,3,21,4,181,8.6,0,0,14,71.0,5.1,0.0%
72,2004,Artose Pinner (FA),57,174,3.1,14,0,2,11,11,72,6.5,0,0,8,36.6,4.6,0.0%
107,2003,Artose Pinner (FA),39,99,2.5,12,0,0,5,7,40,8.0,0,0,3,13.9,4.6,0.0%
2,2021,Austin Ekeler (LAC),206,911,4.4,28,3,12,70,94,647,9.2,8,3,16,273.8,17.1,100.0%
35,2020,Austin Ekeler (LAC),116,530,4.6,27,2,1,54,65,403,7.5,2,0,10,111.3,11.1,100.0%
7,2019,Austin Ekeler (LAC),132,557,4.2,35,5,3,92,108,993,10.8,8,2,16,217.0,13.6,100.0%
27,2018,Austin Ekeler (LAC),106,554,5.2,41,7,3,39,53,404,10.4,3,1,14,129.8,9.3,100.0%
47,2017,Austin Ekeler (LAC),47,260,5.5,35,3,2,27,35,279,10.3,3,2,16,79.9,5.0,100.0%
171,2016,Austin Johnson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
125,2015,Austin Johnson (FA),4,9,2.3,4,0,1,5,8,30,6.0,0,0,10,9.9,1.0,0.0%
120,2014,Austin Johnson (FA),8,22,2.8,8,0,0,2,2,15,7.5,1,0,7,9.7,1.4,0.0%
104,2021,Austin Walter (LV),26,101,3.9,14,0,1,2,3,9,4.5,0,0,4,17.0,4.3,0.0%
141,2020,Austin Walter (LV),1,3,3.0,3,0,0,1,1,27,27.0,0,0,4,3.0,0.8,0.0%
156,2019,Austin Walter (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
149,2002,Autry Denson (FA),2,2,1.0,3,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%
125,2008,Aveion Cason (FA),4,7,1.8,4,0,0,4,0,27,6.8,0,0,7,3.4,0.5,0.0%
127,2007,Aveion Cason (FA),2,8,4.0,5,0,0,2,0,5,2.5,0,0,3,1.3,0.4,0.0%
103,2006,Aveion Cason (FA),24,94,3.9,16,0,0,5,0,26,5.2,0,0,5,12.0,2.4,0.0%
101,2005,Aveion Cason (FA),10,65,6.5,14,0,1,1,0,11,11.0,0,0,1,13.6,13.6,0.0%
169,2004,Aveion Cason (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
63,2003,Aveion Cason (FA),40,220,5.5,63,0,2,17,20,142,8.4,0,1,10,47.7,4.8,0.0%
55,2002,Aveion Cason (FA),26,107,4.1,40,0,0,19,32,288,15.2,2,0,10,51.5,5.2,0.0%
193,2021,Avery Williams (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,15,0.0,0.0,0.1%
126,2003,Avon Cobourne (FA),10,27,2.7,19,0,0,4,9,30,7.5,0,0,7,5.7,0.8,0.0%
149,2009,B.J. Askew (FA),1,0,0.0,0,0,0,2,2,3,1.5,0,0,3,0.3,0.1,0.0%
90,2008,B.J. Askew (FA),7,14,2.0,3,0,2,5,0,27,5.4,0,0,5,16.1,3.2,0.0%
87,2007,B.J. Askew (FA),0,0,0.0,0,0,0,13,1,122,9.4,0,0,9,12.2,1.4,0.0%
122,2006,B.J. Askew (FA),6,11,1.8,5,0,0,9,0,50,5.6,0,0,11,6.1,0.6,0.0%
124,2005,B.J. Askew (FA),13,59,4.5,14,0,0,1,0,11,11.0,0,0,5,7.0,1.4,0.0%
144,2004,B.J. Askew (FA),6,23,3.8,14,0,0,2,2,12,6.0,0,0,13,3.5,0.3,0.0%
151,2003,B.J. Askew (FA),2,9,4.5,6,0,0,0,0,0,0.0,0,0,6,0.9,0.2,0.0%
200,2021,B.J. Emmons (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
112,2012,Baron Batch (FA),25,49,2.0,10,0,1,4,5,31,7.8,0,0,12,14.0,1.2,0.0%
58,2012,Beanie Wells (FA),88,234,2.7,31,1,5,1,1,24,24.0,0,1,8,53.8,6.7,0.0%
17,2011,Beanie Wells (FA),245,"1,047",4.3,71,0,10,10,16,52,5.2,0,2,14,165.9,11.9,0.0%
56,2010,Beanie Wells (FA),116,397,3.4,24,0,2,5,8,74,14.8,0,0,13,59.1,4.5,0.0%
30,2009,Beanie Wells (FA),176,793,4.5,33,0,7,12,16,143,11.9,0,2,16,131.6,8.2,0.0%
191,2021,Ben Mason (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
50,2014,Ben Tate (FA),119,371,3.1,25,1,4,9,12,60,6.7,0,0,11,67.1,6.1,0.0%
33,2013,Ben Tate (FA),181,771,4.3,60,3,4,34,49,140,4.1,0,2,14,111.1,7.9,0.0%
66,2012,Ben Tate (FA),65,279,4.3,25,2,2,11,11,49,4.5,0,1,11,42.8,3.9,0.0%
28,2011,Ben Tate (FA),175,942,5.4,56,0,4,13,19,98,7.5,0,3,15,122.0,8.1,0.0%
31,2013,BenJarvus Green-Ellis (FA),220,756,3.4,25,1,7,4,8,22,5.5,0,2,16,115.8,7.2,0.0%
19,2012,BenJarvus Green-Ellis (FA),278,"1,094",3.9,48,7,6,22,29,104,4.7,0,2,15,151.8,10.1,0.0%
23,2011,BenJarvus Green-Ellis (FA),181,667,3.7,18,0,11,9,13,159,17.7,0,0,16,148.6,9.3,0.0%
15,2010,BenJarvus Green-Ellis (FA),229,"1,008",4.4,33,0,13,12,16,85,7.1,0,0,16,187.3,11.7,0.0%
104,2009,BenJarvus Green-Ellis (FA),26,114,4.4,29,0,0,2,5,11,5.5,0,0,12,12.5,1.0,0.0%
54,2008,BenJarvus Green-Ellis (FA),74,275,3.7,15,0,5,3,1,37,12.3,0,0,9,61.2,6.8,0.0%
130,2018,Benny Cunningham Jr. (FA),11,20,1.8,6,0,0,1,2,9,9.0,0,0,15,2.9,0.2,0.0%
79,2017,Benny Cunningham Jr. (FA),9,29,3.2,12,0,0,20,26,240,12.0,2,1,14,36.9,2.6,0.0%
96,2016,Benny Cunningham Jr. (FA),21,101,4.8,24,2,0,16,21,91,5.7,0,0,11,19.2,1.7,0.0%
77,2015,Benny Cunningham Jr. (FA),37,140,3.8,40,1,0,26,36,250,9.6,0,0,16,39.0,2.4,0.0%
42,2014,Benny Cunningham Jr. (FA),66,246,3.7,20,1,3,45,53,352,7.8,1,2,16,79.8,5.0,0.0%
68,2013,Benny Cunningham Jr. (FA),47,261,5.6,56,2,1,6,10,59,9.8,0,1,14,38.0,2.7,0.0%
119,2021,Benny Snell Jr. (PIT),36,98,2.7,9,0,0,2,4,13,6.5,0,0,16,11.1,0.7,0.9%
58,2020,Benny Snell Jr. (PIT),111,368,3.3,30,4,4,10,14,61,6.1,0,1,16,64.9,4.1,0.9%
59,2019,Benny Snell Jr. (PIT),108,426,3.9,23,3,2,3,4,23,7.7,0,1,13,54.9,4.2,0.9%
148,2015,Bernard Pierce (FA),6,11,1.8,4,0,0,3,5,7,2.3,0,0,7,1.8,0.3,0.0%
70,2014,Bernard Pierce (FA),93,366,3.9,28,4,2,2,6,13,6.5,0,1,13,47.9,3.7,0.0%
52,2013,Bernard Pierce (FA),152,436,2.9,28,2,2,20,25,104,5.2,0,0,16,66.0,4.1,0.0%
49,2012,Bernard Pierce (FA),108,532,4.9,78,3,1,7,11,47,6.7,0,0,16,63.9,4.0,0.0%
142,2013,Bernard Scott (FA),4,14,3.5,9,0,0,2,2,10,5.0,0,0,2,2.4,1.2,0.0%
135,2012,Bernard Scott (FA),8,35,4.4,29,1,0,0,0,0,0.0,0,0,2,3.5,1.8,0.0%
55,2011,Bernard Scott (FA),112,380,3.4,25,0,3,13,17,38,2.9,0,0,16,59.8,3.7,0.0%
69,2010,Bernard Scott (FA),61,299,4.9,18,0,1,11,13,60,5.5,0,1,16,39.9,2.5,0.0%
74,2009,Bernard Scott (FA),74,321,4.3,61,0,0,5,8,67,13.4,0,0,13,38.8,3.0,0.0%
83,2019,Bilal Powell (FA),59,229,3.9,17,0,0,7,12,33,4.7,0,0,14,26.2,1.9,0.0%
69,2018,Bilal Powell (FA),80,343,4.3,38,3,0,11,18,110,10.0,1,1,7,49.3,7.0,0.0%
26,2017,Bilal Powell (FA),178,772,4.3,75,9,5,23,33,170,7.4,0,1,15,122.2,8.1,0.0%
22,2016,Bilal Powell (FA),131,722,5.5,35,4,3,58,74,388,6.7,2,1,16,139.0,8.7,0.0%
45,2015,Bilal Powell (FA),70,313,4.5,24,3,1,47,63,388,8.3,2,0,11,88.1,8.0,0.0%
86,2014,Bilal Powell (FA),33,141,4.3,15,0,1,11,15,92,8.4,0,0,15,29.3,2.0,0.0%
35,2013,Bilal Powell (FA),176,697,4.0,39,3,1,36,57,272,7.6,0,0,16,104.1,6.5,0.0%
39,2012,Bilal Powell (FA),110,437,4.0,18,0,4,17,36,140,8.2,0,0,14,81.7,5.8,0.0%
139,2011,Bilal Powell (FA),13,21,1.6,6,0,0,1,1,7,7.0,0,0,2,2.8,1.4,0.0%
75,2015,Bishop Sankey (FA),47,193,4.1,16,0,1,14,22,139,9.9,1,1,13,43.2,3.3,0.0%
43,2014,Bishop Sankey (FA),152,569,3.7,22,1,2,18,23,133,7.4,0,2,16,78.2,4.9,0.0%
140,2020,Bo Scarbrough (FA),6,31,5.2,12,0,0,0,0,0,0.0,0,0,1,3.1,3.1,0.0%
69,2019,Bo Scarbrough (FA),89,377,4.2,30,3,1,1,4,5,5.0,0,1,6,42.2,7.0,0.0%
60,2002,Bob Christian (FA),31,119,3.8,16,0,3,13,24,174,13.4,0,1,15,45.3,3.0,0.0%
145,2017,Bobby Rainey (FA),1,2,2.0,2,0,0,5,7,18,3.6,0,0,4,2.0,0.5,0.0%
95,2016,Bobby Rainey (FA),17,63,3.7,14,0,0,20,25,153,7.7,0,1,15,19.6,1.3,0.0%
153,2015,Bobby Rainey (FA),5,18,3.6,7,0,0,3,3,16,5.3,0,1,16,1.4,0.1,0.0%
44,2014,Bobby Rainey (FA),94,406,4.3,31,4,1,33,45,315,9.5,1,3,15,78.1,5.2,0.0%
40,2013,Bobby Rainey (FA),150,566,3.8,80,3,5,15,19,46,3.1,1,1,15,95.2,6.3,0.0%
47,2021,Boston Scott (PHI),87,373,4.3,23,2,7,13,16,83,6.4,0,1,11,85.6,7.8,4.4%
52,2020,Boston Scott (PHI),80,374,4.7,56,5,1,25,36,212,8.5,1,0,16,70.6,4.4,4.4%
51,2019,Boston Scott (PHI),61,245,4.0,25,1,5,24,26,204,8.5,0,1,11,72.9,6.6,4.4%
168,2018,Boston Scott (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,4.4%
86,2009,Brad Hoover (FA),20,52,2.6,18,0,1,4,9,23,5.8,1,0,7,19.5,2.8,0.0%
129,2008,Brad Hoover (FA),6,7,1.2,3,0,0,4,2,21,5.3,0,0,8,2.8,0.4,0.0%
99,2007,Brad Hoover (FA),5,24,4.8,10,0,0,8,3,52,6.5,0,0,7,7.6,1.1,0.0%
80,2006,Brad Hoover (FA),22,73,3.3,17,0,1,20,0,122,6.1,0,0,15,25.5,1.7,0.0%
105,2005,Brad Hoover (FA),10,22,2.2,4,0,0,14,0,87,6.2,0,0,11,10.9,1.0,0.0%
60,2004,Brad Hoover (FA),68,246,3.6,16,0,0,21,29,161,7.7,2,0,14,52.7,3.8,0.0%
110,2003,Brad Hoover (FA),6,21,3.5,5,0,0,12,20,72,6.0,1,1,14,13.3,1.0,0.0%
63,2002,Brad Hoover (FA),31,129,4.2,11,0,0,17,30,187,11.0,2,1,16,41.6,2.6,0.0%
137,2013,Bradie Ewing (FA),0,0,0.0,0,0,0,2,2,29,14.5,0,0,2,2.9,1.5,0.0%
182,2016,Bralon Addison (FA),1,4,4.0,4,0,0,1,1,11,11.0,0,1,2,-0.5,-0.3,0.0%
114,2017,Branden Oliver (FA),35,83,2.4,26,1,0,6,11,26,4.3,0,0,8,10.9,1.4,0.0%
100,2015,Branden Oliver (FA),31,108,3.5,15,0,0,13,15,112,8.6,0,0,8,22.0,2.8,0.0%
29,2014,Branden Oliver (FA),160,582,3.6,52,3,3,36,45,271,7.5,1,0,14,109.3,7.8,0.0%
250,2021,Brandin Bryant (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
179,2020,Brandin Bryant (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
176,2019,Brandin Bryant (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
124,2004,Brandon Bennett (FA),6,17,2.8,11,0,1,0,0,0,0.0,0,0,7,7.7,1.1,0.0%
77,2003,Brandon Bennett (FA),56,173,3.1,19,0,0,25,32,176,7.0,1,2,15,36.9,2.5,0.0%
85,2002,Brandon Bennett (FA),33,155,4.7,29,0,0,18,25,109,6.1,0,1,12,24.4,2.0,0.0%
51,2021,Brandon Bolden (LV),44,226,5.1,24,2,1,41,49,405,9.9,2,0,16,83.1,5.2,0.2%
70,2019,Brandon Bolden (LV),15,68,4.5,21,1,3,9,11,111,12.3,1,0,15,41.9,2.8,0.2%
89,2018,Brandon Bolden (LV),8,91,11.4,54,4,2,3,3,13,4.3,1,1,16,26.4,1.7,0.2%
119,2017,Brandon Bolden (LV),13,67,5.2,20,1,0,1,4,7,7.0,0,0,16,7.4,0.5,0.2%
141,2016,Brandon Bolden (LV),1,4,4.0,4,0,0,2,4,15,7.5,0,0,14,1.9,0.1,0.2%
69,2015,Brandon Bolden (LV),63,207,3.3,14,0,0,19,30,180,9.5,2,0,15,50.7,3.4,0.2%
103,2014,Brandon Bolden (LV),28,89,3.2,17,0,1,2,6,8,4.0,0,0,16,15.7,1.0,0.2%
55,2013,Brandon Bolden (LV),55,271,4.9,46,2,3,21,29,152,7.2,0,0,12,60.3,5.0,0.2%
68,2012,Brandon Bolden (LV),56,274,4.9,27,4,2,2,2,11,5.5,0,0,10,40.5,4.1,0.2%
181,2016,Brandon Burks (FA),2,-4,-2.0,1,0,0,0,0,0,0.0,0,0,1,-0.4,-0.4,0.0%
122,2012,Brandon Jackson (FA),8,54,6.8,25,1,0,2,4,20,10.0,0,0,2,7.4,3.7,0.0%
28,2010,Brandon Jackson (FA),190,703,3.7,71,0,3,43,50,342,8.0,1,0,16,128.5,8.0,0.0%
65,2009,Brandon Jackson (FA),37,111,3.0,9,0,2,21,26,187,8.9,1,0,12,49.8,4.2,0.0%
60,2008,Brandon Jackson (FA),45,248,5.5,32,0,1,30,0,185,6.2,0,0,13,49.3,3.8,0.0%
47,2007,Brandon Jackson (FA),75,267,3.6,46,0,1,16,0,130,8.1,0,0,11,45.7,4.2,0.0%
66,2013,Brandon Jacobs (FA),58,238,4.1,37,1,4,2,7,13,6.5,0,1,7,47.1,6.7,0.0%
155,2012,Brandon Jacobs (FA),5,7,1.4,3,0,0,0,0,0,0.0,0,0,2,0.7,0.4,0.0%
30,2011,Brandon Jacobs (FA),152,571,3.8,28,0,7,15,23,128,8.5,1,0,14,119.9,8.6,0.0%
22,2010,Brandon Jacobs (FA),147,823,5.6,73,0,9,7,13,59,8.4,0,2,16,138.2,8.6,0.0%
29,2009,Brandon Jacobs (FA),224,835,3.7,31,0,5,18,31,184,10.2,1,1,15,135.9,9.1,0.0%
8,2008,Brandon Jacobs (FA),219,"1,089",5.0,44,0,15,6,0,36,6.0,0,0,13,202.5,15.6,0.0%
8,2007,Brandon Jacobs (FA),202,"1,009",5.0,43,0,4,23,4,174,7.6,2,2,11,150.3,13.7,0.0%
36,2006,Brandon Jacobs (FA),96,423,4.4,16,0,9,11,0,149,13.5,0,0,15,111.2,7.4,0.0%
62,2005,Brandon Jacobs (FA),38,99,2.6,21,0,7,0,0,0,0.0,0,1,16,49.9,3.1,0.0%
123,2006,Brandon Miree (FA),0,0,0.0,0,0,0,9,0,57,6.3,0,0,4,5.7,1.4,0.0%
174,2012,Brandon Saine (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
103,2011,Brandon Saine (FA),18,69,3.8,10,0,0,10,12,69,6.9,0,0,8,13.8,1.7,0.0%
175,2015,Brandon Wegher (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
141,2018,Brandon Wilds (FA),6,15,2.5,5,0,0,0,0,0,0.0,0,0,3,1.5,0.5,0.0%
130,2016,Brandon Wilds (FA),10,27,2.7,6,0,0,2,2,20,10.0,0,0,4,4.7,1.2,0.0%
229,2021,Breece Hall (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.8%
262,2021,Brennan Clay (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
165,2003,Brian Allen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
103,2007,Brian Calhoun (FA),7,35,5.0,17,0,0,5,0,35,7.0,0,0,4,7.0,1.8,0.0%
128,2006,Brian Calhoun (FA),7,19,2.7,7,0,0,2,0,20,10.0,0,0,5,3.9,0.8,0.0%
252,2021,Brian Hill (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
53,2020,Brian Hill (FA),100,465,4.7,62,7,1,25,30,199,8.0,0,1,16,70.4,4.4,0.0%
57,2019,Brian Hill (FA),78,323,4.1,27,2,2,10,14,69,6.9,1,0,12,57.2,4.8,0.0%
96,2018,Brian Hill (FA),20,157,7.9,60,6,0,1,2,9,9.0,0,1,10,14.6,1.5,0.0%
120,2017,Brian Hill (FA),11,37,3.4,11,0,0,2,2,36,18.0,0,0,7,7.3,1.0,0.0%
150,2014,Brian Leonard (FA),0,0,0.0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,0.0%
71,2013,Brian Leonard (FA),47,182,3.9,24,1,0,29,37,179,6.2,0,0,16,36.1,2.3,0.0%
103,2012,Brian Leonard (FA),33,106,3.2,11,0,0,11,15,67,6.1,0,0,15,17.3,1.2,0.0%
82,2011,Brian Leonard (FA),17,85,5.0,14,0,0,22,31,210,9.5,0,0,13,29.5,2.3,0.0%
80,2010,Brian Leonard (FA),9,61,6.8,42,0,0,20,26,137,6.9,1,0,11,25.8,2.3,0.0%
78,2009,Brian Leonard (FA),27,84,3.1,11,0,0,30,35,217,7.2,0,1,14,30.1,2.2,0.0%
145,2008,Brian Leonard (FA),2,7,3.5,5,0,0,0,0,0,0.0,0,0,2,0.7,0.4,0.0%
45,2007,Brian Leonard (FA),86,303,3.5,31,0,0,30,1,183,6.1,0,0,16,48.6,3.0,0.0%
114,2003,Brian Mitchell (FA),4,20,5.0,18,0,1,4,5,38,9.5,0,1,16,9.8,0.6,0.0%
119,2002,Brian Mitchell (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,6.3,0.4,0.0%
185,2021,Brian Robinson Jr. (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,39.9%
49,2010,Brian Westbrook (FA),77,340,4.4,30,0,4,16,24,150,9.4,1,0,13,79.0,6.1,0.0%
60,2009,Brian Westbrook (FA),61,274,4.5,25,0,1,25,34,181,7.2,1,0,8,57.5,7.2,0.0%
16,2008,Brian Westbrook (FA),191,775,4.1,39,0,6,46,14,356,7.7,3,0,11,167.1,15.2,0.0%
11,2007,Brian Westbrook (FA),126,601,4.8,27,0,4,49,5,435,8.9,2,0,7,139.6,19.9,0.0%
6,2006,Brian Westbrook (FA),240,"1,217",5.1,71,0,7,77,0,699,9.1,4,0,15,257.6,17.2,0.0%
18,2005,Brian Westbrook (FA),156,617,4.0,31,0,3,61,0,616,10.1,4,0,12,167.3,13.9,0.0%
10,2004,Brian Westbrook (FA),177,812,4.6,50,0,3,73,87,703,9.6,6,1,13,203.5,15.7,0.0%
20,2003,Brian Westbrook (FA),117,613,5.2,62,0,7,37,48,332,9.0,4,2,15,156.5,10.4,0.0%
77,2002,Brian Westbrook (FA),46,193,4.2,18,0,0,9,13,86,9.6,0,2,14,28.9,2.1,0.0%
186,2012,Brit Miller (FA),0,0,0.0,0,0,0,0,3,0,0.0,0,1,6,-2.0,-0.3,0.0%
122,2011,Brit Miller (FA),5,14,2.8,12,0,0,3,3,41,13.7,0,0,7,5.5,0.8,0.0%
158,2010,Brit Miller (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%
161,2009,Brit Miller (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
209,2021,Brittain Brown (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
141,2011,Brock Bolen (FA),2,14,7.0,10,0,0,2,5,6,3.0,0,0,9,2.0,0.2,0.0%
141,2010,Brock Bolen (FA),0,0,0.0,0,0,0,1,3,15,15.0,0,0,1,1.5,1.5,0.0%
160,2009,Brock Bolen (FA),0,0,0.0,0,0,0,0,3,0,0.0,0,0,3,0.0,0.0,0.0%
134,2004,Brock Forsey (FA),19,53,2.8,15,0,0,0,0,0,0.0,0,0,4,5.3,1.3,0.0%
78,2003,Brock Forsey (FA),50,191,3.8,17,0,2,3,5,37,12.3,0,0,5,34.8,7.0,0.0%
173,2017,Bronson Hill (FA),1,-2,-2.0,0,0,0,0,0,0,0.0,0,0,2,-0.2,-0.1,0.0%
154,2016,Bronson Hill (FA),2,11,5.5,7,0,0,0,1,0,0.0,0,0,3,1.1,0.4,0.0%
174,2020,Bruce Miller (FA),0,0,0.0,0,0,0,1,2,2,2.0,0,0,8,0.0,0.0,0.0%
160,2015,Bruce Miller (FA),6,14,2.3,4,0,1,10,14,135,13.5,0,0,16,0.2,0.0,0.0%
162,2014,Bruce Miller (FA),6,9,1.5,4,0,0,18,25,189,10.5,2,1,16,0.0,0.0,0.0%
177,2013,Bruce Miller (FA),7,13,1.9,4,0,0,25,36,243,9.7,0,0,14,0.0,0.0,0.0%
180,2012,Bruce Miller (FA),5,18,3.6,9,0,0,12,13,84,7.0,0,0,16,0.0,0.0,0.0%
165,2011,Bruce Miller (FA),4,8,2.0,3,0,0,11,15,83,7.5,1,0,15,0.0,0.0,0.0%
166,2006,Bruce Perry (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
121,2005,Bruce Perry (FA),16,74,4.6,11,0,0,0,0,0,0.0,0,0,2,7.4,3.7,0.0%
141,2005,Bryan Johnson (FA),1,5,5.0,5,0,0,5,0,15,3.0,0,0,4,2.0,0.5,0.0%
95,2004,Bryan Johnson (FA),0,0,0.0,0,0,0,14,25,55,3.9,2,0,12,17.5,1.5,0.0%
120,2003,Bryan Johnson (FA),2,5,2.5,4,0,0,9,12,71,7.9,0,0,13,7.6,0.6,0.0%
107,2002,Bryan Johnson (FA),1,0,0.0,0,0,0,15,19,114,7.6,0,0,15,11.4,0.8,0.0%
224,2021,Bryant Koback (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
115,2015,Bryce Brown (FA),25,72,2.9,18,0,1,0,2,0,0.0,0,0,3,13.2,4.4,0.0%
87,2014,Bryce Brown (FA),36,126,3.5,14,0,0,16,25,176,11.0,0,1,7,28.2,4.0,0.0%
59,2013,Bryce Brown (FA),75,314,4.2,65,2,2,8,13,84,10.5,0,0,16,53.8,3.4,0.0%
42,2012,Bryce Brown (FA),115,564,4.9,65,6,4,13,19,56,4.3,0,3,16,80.0,5.0,0.0%
152,2019,Bryce Love (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
157,2021,Buddy Howell (FA),5,11,2.2,4,0,0,0,0,0,0.0,0,0,5,1.1,0.2,0.0%
129,2020,Buddy Howell (FA),16,64,4.0,9,0,0,1,2,3,3.0,0,0,14,6.7,0.5,0.0%
139,2019,Buddy Howell (FA),5,10,2.0,4,0,0,0,0,0,0.0,0,0,16,1.0,0.1,0.0%
167,2018,Buddy Howell (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,15,0.0,0.0,0.0%
121,2018,Byron Marshall (FA),3,9,3.0,4,0,0,4,6,30,7.5,0,0,6,3.9,0.7,0.1%
122,2017,Byron Marshall (FA),9,32,3.6,11,0,0,6,8,36,6.0,0,0,4,6.8,1.7,0.1%
122,2016,Byron Marshall (FA),19,64,3.4,12,0,0,3,5,10,3.3,0,0,3,7.4,2.5,0.1%
146,2007,Byron Storer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
125,2019,C.J. Anderson (FA),16,43,2.7,9,0,0,0,0,0,0.0,0,0,2,4.3,2.2,1.0%
58,2018,C.J. Anderson (FA),67,403,6.0,46,5,2,5,9,41,8.2,1,0,11,62.4,5.7,1.0%
17,2017,C.J. Anderson (FA),245,"1,007",4.1,40,7,3,28,40,224,8.0,1,1,16,147.1,9.2,1.0%
42,2016,C.J. Anderson (FA),110,437,4.0,28,1,4,16,24,128,8.0,1,0,7,86.5,12.4,1.0%
30,2015,C.J. Anderson (FA),152,720,4.7,48,5,5,25,36,183,7.3,0,2,15,116.3,7.8,1.0%
11,2014,C.J. Anderson (FA),179,849,4.7,27,7,8,34,44,324,9.5,2,0,15,177.3,11.8,1.0%
130,2013,C.J. Anderson (FA),7,38,5.4,11,0,0,0,1,0,0.0,0,0,5,3.8,0.8,1.0%
106,2021,C.J. Ham (MIN),7,34,4.9,30,2,0,17,18,125,7.4,0,0,15,15.9,1.1,0.1%
98,2020,C.J. Ham (MIN),5,18,3.6,10,0,0,8,14,97,12.1,1,0,15,17.5,1.2,0.1%
91,2019,C.J. Ham (MIN),7,17,2.4,9,0,0,17,26,149,8.8,1,1,16,20.6,1.3,0.1%
107,2018,C.J. Ham (MIN),6,8,1.3,5,0,0,11,15,85,7.7,0,0,15,9.3,0.6,0.1%
102,2017,C.J. Ham (MIN),7,13,1.9,3,0,1,7,8,68,9.7,0,0,16,14.1,0.9,0.1%
124,2020,C.J. Prosise (FA),10,19,1.9,7,0,0,5,5,18,3.6,1,1,10,7.7,0.8,0.0%
93,2019,C.J. Prosise (FA),23,72,3.1,17,0,1,10,12,76,7.6,0,1,9,18.8,2.1,0.0%
